confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,Other,0.050,System Design Interview : Mastering Basic Introduction to System Analysis and Design,"King, Groks - System Design Interview _ Mastering Basic Introduction to System Analysis and Design-System Design Interview Books (2021).pdf","/Users/longtran/Documents/E-Books/King, Groks - System Design Interview _ Mastering Basic Introduction to System Analysis and Design-System Design Interview Books (2021).pdf",
0.350,Other,0.050,System Design Interview : Mastering Basic Introduction to System Analysis and Design,"System Design Interview Mastering Basic Introduction to System Analysis and Design (Groks King) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/System Design Interview Mastering Basic Introduction to System Analysis and Design (Groks King) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"System Design Interview The Ultimate Guide to Master All the Fundamentals of System Design  to Get Ready for the Interview … (DeSantis, Liam) (Z-Library)","System Design Interview The Ultimate Guide to Master All the Fundamentals of System Design  to Get Ready for the Interview … (DeSantis, Liam) (Z-Library).pdf","/Users/longtran/Documents/E-Books/System Design Interview The Ultimate Guide to Master All the Fundamentals of System Design  to Get Ready for the Interview … (DeSantis, Liam) (Z-Library).pdf",
0.350,Other,0.050,"System Design Interview – An Insiders Guide Volume 2 (Alex Xu, Sahn Lam) (z-library.sk, 1lib.sk, z-lib.sk)","System Design Interview – An Insiders Guide Volume 2 (Alex Xu, Sahn Lam) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/System Design Interview – An Insiders Guide Volume 2 (Alex Xu, Sahn Lam) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"Test-Driven Development with Python Obey the Testing Goat Using Django, Selenium, and JavaScript by Percival, H.J.W. (z-lib.org)","Test-Driven Development with Python Obey the Testing Goat Using Django, Selenium, and JavaScript by Percival, H.J.W. (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Test-Driven Development with Python Obey the Testing Goat Using Django, Selenium, and JavaScript by Percival, H.J.W. (z-lib.org).pdf",extract_error:DependencyError:cryptography>=3.1 is required for AES algorithm
0.350,Other,0.050,Test-Driven Development with React and TypeScript Building Maintainable React Applications (Juntao Qiu) (Z-Library),Test-Driven Development with React and TypeScript Building Maintainable React Applications (Juntao Qiu) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Test-Driven Development with React and TypeScript Building Maintainable React Applications (Juntao Qiu) (Z-Library).pdf,
0.350,Other,0.050,Testtraining-Lesenverstehen,Testtraining-Lesenverstehen.pdf,/Users/longtran/Documents/E-Books/Testtraining-Lesenverstehen.pdf,
0.350,Other,0.050,Testtraining-Lesenverstehen (1),Testtraining-Lesenverstehen (1).pdf,/Users/longtran/Documents/E-Books/Testtraining-Lesenverstehen (1).pdf,
0.350,Other,0.050,The Internet of Money,The Internet of Money by Andreas M. Antonopoulos (z-lib.org).epub.pdf,/Users/longtran/Documents/E-Books/The Internet of Money by Andreas M. Antonopoulos (z-lib.org).epub.pdf,
0.350,Other,0.050,The Linux Shell Scripting Handbook - From Journeyman to Master,"The Linux Shell Scripting Handbook - From Journeyman to Master (Michael Basler) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/The Linux Shell Scripting Handbook - From Journeyman to Master (Michael Basler) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,The main character's problem was:,3+Modalpartikel.pdf,/Users/longtran/Documents/E-Books/German Language/3+Modalpartikel.pdf,
0.350,Other,0.050,The main character's problem was:,5+Modalpartikel.pdf,/Users/longtran/Documents/E-Books/German Language/5+Modalpartikel.pdf,
0.350,Other,0.050,The Software Developer's Career Handbook,"Michael Lopp - The Software Developer's Career Handbook_ A Guide to Navigating the Unpredictable (2023, O'Reilly Media) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Michael Lopp - The Software Developer's Career Handbook_ A Guide to Navigating the Unpredictable (2023, O'Reilly Media) - libgen.li.pdf",
0.350,Other,0.050,The Vietnamese Community in the Czech Republic: A Cultural Values Analysis,"Dinh, Thi Hong Nhung_514606_Final Project Thesis.pdf","/Users/longtran/Documents/E-Books/Dinh, Thi Hong Nhung_514606_Final Project Thesis.pdf",
0.350,Other,0.050,The Wireless Cookbook,"The Wireless Cookbook Build Real Projects and Master Wi-Fi, Bluetooth, and LoRa (Bill Zimmerman) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/The Wireless Cookbook Build Real Projects and Master Wi-Fi, Bluetooth, and LoRa (Bill Zimmerman) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,"Thomas Mailund (auth.) - Pointers in C Programming_ A Modern Approach to Memory Management, Recursive Data Structures, Strings, and Arrays (2021, Apress) [10.1007_978-1-4842-6927-5] - libgen.li","Thomas Mailund (auth.) - Pointers in C Programming_ A Modern Approach to Memory Management, Recursive Data Structures, Strings, and Arrays (2021, Apress) [10.1007_978-1-4842-6927-5] - libgen.li.pdf","/Users/longtran/Documents/E-Books/Thomas Mailund (auth.) - Pointers in C Programming_ A Modern Approach to Memory Management, Recursive Data Structures, Strings, and Arrays (2021, Apress) [10.1007_978-1-4842-6927-5] - libgen.li.pdf",
0.350,Other,0.050,Thompson.book(ch00a_HalfTitlePage.fm),Basic-electricity-and-electronics-for-control-fundamentals-and-applications-third-edition.pdf,/Users/longtran/Documents/E-Books/Basic-electricity-and-electronics-for-control-fundamentals-and-applications-third-edition.pdf,
0.350,Other,0.050,Time Series Forecasting in Python,"Marco Peixeiro - Time Series Forecasting in Python (2022, MANNING Publications) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Marco Peixeiro - Time Series Forecasting in Python (2022, MANNING Publications) - libgen.li.pdf",
0.350,Other,0.050,Tran phan phuc Long,CSE_15124_Tran Phan Phuc Long_Emergency 2021 (1).pdf,/Users/longtran/Documents/E-Books/CSE_15124_Tran Phan Phuc Long_Emergency 2021 (1).pdf,
0.350,Other,0.050,Tran phan phuc Long,CSE_15124_Tran Phan Phuc Long_Emergency 2021.pdf,/Users/longtran/Documents/E-Books/CSE_15124_Tran Phan Phuc Long_Emergency 2021.pdf,
0.350,Other,0.050,Tran phan phuc Long,My-IELTS.pdf,/Users/longtran/Documents/E-Books/My-IELTS.pdf,
0.350,Other,0.050,Tran phan phuc Long,Tran phan phuc Long.pdf,/Users/longtran/Documents/E-Books/Tran phan phuc Long.pdf,
0.350,Other,0.050,Understanding neural networks and fuzzy logic : basic concepts and applications,"Understanding neural networks and fuzzy logic  basic concepts and applications (Kartalopoulos, Stamatios V) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Understanding neural networks and fuzzy logic  basic concepts and applications (Kartalopoulos, Stamatios V) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,Uta Loumiotis - Mit Erfolg zum Goethe-Zertifikat B2_ Testbuch (2019)-Klett Sprachen GmbH (2019),Uta Loumiotis - Mit Erfolg zum Goethe-Zertifikat B2_ Testbuch (2019)-Klett Sprachen GmbH (2019).pdf,/Users/longtran/Documents/E-Books/German Language/B2/Uta Loumiotis - Mit Erfolg zum Goethe-Zertifikat B2_ Testbuch (2019)-Klett Sprachen GmbH (2019).pdf,
0.350,Other,0.050,"Übungsgrammatik Für Die Mittelstufe. Lösungsheft  Erweiterte Fassung (Friedrich Clamer, Erhard G Heilmann etc.) (Z-Library)","Übungsgrammatik Für Die Mittelstufe. Lösungsheft  Erweiterte Fassung (Friedrich Clamer, Erhard G Heilmann etc.) (Z-Library).pdf","/Users/longtran/Documents/E-Books/German Language/B2/Übungsgrammatik Für Die Mittelstufe. Lösungsheft  Erweiterte Fassung (Friedrich Clamer, Erhard G Heilmann etc.) (Z-Library).pdf",
0.350,Other,0.050,V0420002551_202204,V0420002551_202204.pdf,/Users/longtran/Documents/E-Books/V0420002551_202204.pdf,extract_error:FileNotDecryptedError:File has not been decrypted
0.350,Other,0.050,wortschatz a2 c2 (-) (Z-Library),wortschatz a2 c2 (-) (Z-Library).pdf,/Users/longtran/Documents/E-Books/wortschatz a2 c2 (-) (Z-Library).pdf,
0.350,Other,0.050,"Writing a C Compiler Build a Real Programming Language from Scratch (Nora Sandler) (z-library.sk, 1lib.sk, z-lib.sk)","Writing a C Compiler Build a Real Programming Language from Scratch (Nora Sandler) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Writing a C Compiler Build a Real Programming Language from Scratch (Nora Sandler) (z-library.sk, 1lib.sk, z-lib.sk).pdf",
0.350,Other,0.050,z3370468148730_991f750dfee16eb65f7656002a59aebf-converted,z3370468148730_991f750dfee16eb65f7656002a59aebf-converted.pdf,/Users/longtran/Documents/E-Books/z3370468148730_991f750dfee16eb65f7656002a59aebf-converted.pdf,
0.350,Other,0.050,z3370468148730_991f750dfee16eb65f7656002a59aebf-converted-1-6,z3370468148730_991f750dfee16eb65f7656002a59aebf-converted-1-6.pdf,/Users/longtran/Documents/E-Books/z3370468148730_991f750dfee16eb65f7656002a59aebf-converted-1-6.pdf,
0.350,AI-LLM,0.238,Building AI-Powered Products,"Building AI-Powered Products (Marily Nika) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Building AI-Powered Products (Marily Nika) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:generative ai
0.350,Cloud-DevOps,0.238,Amazon Web Services For Dummies,(For Dummies (Computer_Tech)) Bernard Golden - Amazon Web Services For Dummies-For Dummies (2013).pdf,/Users/longtran/Documents/E-Books/(For Dummies (Computer_Tech)) Bernard Golden - Amazon Web Services For Dummies-For Dummies (2013).pdf,body:cloud computing
0.350,Cloud-DevOps,0.238,"Architecture for Blockchain Applications by Xiwei Xu, Ingo Weber, Mark Staples (z-lib.org)","Architecture for Blockchain Applications by Xiwei Xu, Ingo Weber, Mark Staples (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Architecture for Blockchain Applications by Xiwei Xu, Ingo Weber, Mark Staples (z-lib.org).pdf",body:docker
0.350,Cloud-DevOps,0.238,Content-CheatsheetKubernetes,Content-CheatsheetKubernetes.pdf,/Users/longtran/Documents/E-Books/Content-CheatsheetKubernetes.pdf,body:kubernetes
0.350,Cloud-DevOps,0.238,internship-presentation,internship-presentation.pdf,/Users/longtran/Documents/E-Books/internship-presentation.pdf,body:cloud computing
0.350,Cloud-DevOps,0.238,Learn Amazon Web Services in a Month of Lunches,"Clinton, David - Learn Amazon Web Services in a Month of Lunches (2017, Manning) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Clinton, David - Learn Amazon Web Services in a Month of Lunches (2017, Manning) - libgen.li.pdf",body:docker
0.350,Cloud-DevOps,0.238,"Luca Palmieri - Zero To Production In Rust_ An introduction to backend development (2024, Independently Published) - libgen.li","Luca Palmieri - Zero To Production In Rust_ An introduction to backend development (2024, Independently Published) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Luca Palmieri - Zero To Production In Rust_ An introduction to backend development (2024, Independently Published) - libgen.li.pdf",body:docker
0.350,Cloud-DevOps,0.238,"Luca Palmieri - Zero to Production in Rust_ An Opinionated Introduction to Backend Development (2022, Independently Published) - libgen.li","Luca Palmieri - Zero to Production in Rust_ An Opinionated Introduction to Backend Development (2022, Independently Published) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Luca Palmieri - Zero to Production in Rust_ An Opinionated Introduction to Backend Development (2022, Independently Published) - libgen.li.pdf",body:docker
0.350,Cloud-DevOps,0.238,System Design Interview Made Easy: Discover 8 Simple Case Studies to Learn How to Pass Your System Design Interview Easily,"System Design Interview Made Easy Discover 8 Simple Case Studies to Learn How to Pass Your System Design Interview Easily (Lee, Richard) (Z-Library).pdf","/Users/longtran/Documents/E-Books/System Design Interview Made Easy Discover 8 Simple Case Studies to Learn How to Pass Your System Design Interview Easily (Lee, Richard) (Z-Library).pdf",body:elasticsearch
0.350,ComputerVision,0.238,Computer Arithmetic in Practice; Exercises and Programming; 1,Computer Arithmetic in Practice. Exercises and Programming.pdf,/Users/longtran/Documents/E-Books/Computer Arithmetic in Practice. Exercises and Programming.pdf,body:image processing
0.350,ComputerVision,0.238,Mathematical Objects in C++,Mathematical Objects in C++.pdf,/Users/longtran/Documents/E-Books/Mathematical Objects in C++.pdf,body:image processing
0.350,ComputerVision,0.238,"Robotics, Vision and Control Fundamental Algorithms in Python (3rd ed.) (Peter Corke) (Z-Library)","Robotics, Vision and Control Fundamental Algorithms in Python (3rd ed.) (Peter Corke) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Robotics, Vision and Control Fundamental Algorithms in Python (3rd ed.) (Peter Corke) (Z-Library).pdf",body:image processing
0.350,Databases,0.238,Building Real-Time Analytics Systems,"Building Real-Time Analytics Systems From Events to Insights with Apache Kafka and Apache Pinot (Mark Needham) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Building Real-Time Analytics Systems From Events to Insights with Apache Kafka and Apache Pinot (Mark Needham) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:neo4j
0.350,Databases,0.238,Building Real-Time Analytics Systems,"Mark Needham - Building Real-Time Analytics Systems_ From Events to Insights with Apache Kafka and Apache Pinot (2023, O’Reilly Media) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Mark Needham - Building Real-Time Analytics Systems_ From Events to Insights with Apache Kafka and Apache Pinot (2023, O’Reilly Media) - libgen.li.pdf",body:neo4j
0.350,Databases,0.238,Microsoft Azure Architect Technologies and Design Complete Study Guide Exams AZ-303 and AZ-304 by Benjamin Perkins William Panek (z-lib.org),Microsoft Azure Architect Technologies and Design Complete Study Guide Exams AZ-303 and AZ-304 by Benjamin Perkins William Panek (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Microsoft Azure Architect Technologies and Design Complete Study Guide Exams AZ-303 and AZ-304 by Benjamin Perkins William Panek (z-lib.org).pdf,body:sql
0.350,Databases,0.238,System Design Interview Fundamentals,"Liu, Rylan - System Design Interview Fundamentals (2021).pdf","/Users/longtran/Documents/E-Books/Liu, Rylan - System Design Interview Fundamentals (2021).pdf",body:database
0.350,DeepLearning,0.238,Arduino ZERO to HERO: 30+ Arduino Projects Learn by doing practical project book for beginners and inventors.,Arsath Natheem S - Arduino ZERO to HERO_ 30+ Arduino Projects Learn by doing practical project book for beginners and inventors (2021) - libgen.li.pdf,/Users/longtran/Documents/E-Books/Arsath Natheem S - Arduino ZERO to HERO_ 30+ Arduino Projects Learn by doing practical project book for beginners and inventors (2021) - libgen.li.pdf,body:transformer
0.350,DeepLearning,0.238,Build a Text-to-Image Generator (from Scratch),"Build a Text-to-Image Generator (from Scratch) With transformers and diffusions (Mark Liu) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Build a Text-to-Image Generator (from Scratch) With transformers and diffusions (Mark Liu) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:transformer
0.350,DeepLearning,0.238,Build a Text-to-Image Generator (from Scratch),"Mark Liu - Build a Text-to-Image Generator (from Scratch)_ With transformers and diffusions (2025, Manning Publications) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Mark Liu - Build a Text-to-Image Generator (from Scratch)_ With transformers and diffusions (2025, Manning Publications) - libgen.li.pdf",body:transformer
0.350,DeepLearning,0.238,Building Data Streaming Applications with Apache Kafka,"Kumar, Manish_ Singh, Chanchal - Building Data Streaming Applications with Apache Kafka.-Packt Publishing (2017).pdf","/Users/longtran/Documents/E-Books/Kumar, Manish_ Singh, Chanchal - Building Data Streaming Applications with Apache Kafka.-Packt Publishing (2017).pdf",body:deep learning
0.350,DeepLearning,0.238,"Data Lake Analytics on Microsoft Azure A Practitioners Guide to Big Data Engineering by Harsh Chawla, Pankaj Khattar (z-lib.org)","Data Lake Analytics on Microsoft Azure A Practitioners Guide to Big Data Engineering by Harsh Chawla, Pankaj Khattar (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Data Lake Analytics on Microsoft Azure A Practitioners Guide to Big Data Engineering by Harsh Chawla, Pankaj Khattar (z-lib.org).pdf",body:deep learning
0.350,DeepLearning,0.238,deepseek_tech_report,deepseek_tech_report.pdf,/Users/longtran/Documents/E-Books/deepseek_tech_report.pdf,body:transformer
0.350,DeepLearning,0.238,"Graph Neural Networks in Action (Keita Broadwater, Namid Stillman) (z-library.sk, 1lib.sk, z-lib.sk)","Graph Neural Networks in Action (Keita Broadwater, Namid Stillman) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Graph Neural Networks in Action (Keita Broadwater, Namid Stillman) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:convolutional
0.350,DeepLearning,0.238,Knowledge Graphs,"Mayank Kejriwal - Knowledge Graphs (2021, MIT Press) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Mayank Kejriwal - Knowledge Graphs (2021, MIT Press) - libgen.li.pdf",body:deep learning
0.350,DeepLearning,0.238,Python Data Cleaning Cookbook Modern techniques and Python tools to detect and remove dirty data and extract key insights by Michael Walker (z-lib.org),Python Data Cleaning Cookbook Modern techniques and Python tools to detect and remove dirty data and extract key insights by Michael Walker (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Python Data Cleaning Cookbook Modern techniques and Python tools to detect and remove dirty data and extract key insights by Michael Walker (z-lib.org).pdf,body:deep learning
0.350,DeepLearning,0.238,"Recommender Systems Handbook (Francesco Ricci Lior Rokach Bracha Shapira) (z-library.sk, 1lib.sk, z-lib.sk)","Recommender Systems Handbook (Francesco Ricci Lior Rokach Bracha Shapira) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Recommender Systems Handbook (Francesco Ricci Lior Rokach Bracha Shapira) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:deep learning
0.350,DeepLearning,0.238,"Transformers for Natural Language Processing and Computer -- DENIS_ ROTHMAN -- Expert Insight, 3, 2024 -- Packt Publishing - ebooks Account -- 9781805123743 -- 9e88f4c577431546a32059fb13626a25 -- Anna’s Archive","Transformers for Natural Language Processing and Computer -- DENIS_ ROTHMAN -- Expert Insight, 3, 2024 -- Packt Publishing - ebooks Account -- 9781805123743 -- 9e88f4c577431546a32059fb13626a25 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/Transformers for Natural Language Processing and Computer -- DENIS_ ROTHMAN -- Expert Insight, 3, 2024 -- Packt Publishing - ebooks Account -- 9781805123743 -- 9e88f4c577431546a32059fb13626a25 -- Anna’s Archive.pdf",body:transformer
0.350,DeepLearning,0.238,What We Learned from a Year of Building with LLMs (for True Epub),"What We Learned from a Year of Building with LLMs (for True Epub) (Eugene Yan, Bryan Bischof, Charles Frye etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/What We Learned from a Year of Building with LLMs (for True Epub) (Eugene Yan, Bryan Bischof, Charles Frye etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:deep learning
0.350,Embedded-Systems,0.238,475431_1_En_Print.indd,"Recommender System for Improving Customer Loyalty (Katarzyna Tarnowska, Zbigniew W. Ras etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Recommender System for Improving Customer Loyalty (Katarzyna Tarnowska, Zbigniew W. Ras etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Apache Solr for beginner’s (Serafini, Alfredo) (z-lib.org)","Apache Solr for beginner’s (Serafini, Alfredo) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Apache Solr for beginner’s (Serafini, Alfredo) (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,B01N2RKEL3 EBOK,"Boduch, Adam_ Chaffer, Jonathan_ Swedberg, Karl - Learning Jquery 3. 0.-Packt Publishing, Limited (May 2017).pdf","/Users/longtran/Documents/E-Books/Boduch, Adam_ Chaffer, Jonathan_ Swedberg, Karl - Learning Jquery 3. 0.-Packt Publishing, Limited (May 2017).pdf",body:embedded
0.350,Embedded-Systems,0.238,Building Blockchain Projects,Building Blockchain Projects Building decentralized Blockchain applications with Ethereum and Solidity by Narayan Prusty (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Building Blockchain Projects Building decentralized Blockchain applications with Ethereum and Solidity by Narayan Prusty (z-lib.org).pdf,body:embedded
0.350,Embedded-Systems,0.238,"C 10 and .NET 6 – Modern Cross-Platform Development Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF... (Mark J. Price) (z-lib.org)","C 10 and .NET 6 – Modern Cross-Platform Development Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF... (Mark J. Price) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/C 10 and .NET 6 – Modern Cross-Platform Development Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF... (Mark J. Price) (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org) (1),Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org) (1).pdf,/Users/longtran/Documents/E-Books/Domain-Driven Design Tackling Complexity in the Heart of Software by Eric Evans (z-lib.org) (1).pdf,body:embedded
0.350,Embedded-Systems,0.238,Foster-Designing and Building Parallel Programs,Foster_Designing_and_Building_Parallel_Programs.pdf,/Users/longtran/Documents/E-Books/Foster_Designing_and_Building_Parallel_Programs.pdf,body:embedded
0.350,Embedded-Systems,0.238,Learning jQuery 3,"Boduch, Adam_Chaffer, Jonathan_Swedberg, Karl - Learning jQuery 3_ build interesting, interactive sites using jQuery by automating common tasks and simplifying the complicated ones-Packt Publishing (2.pdf","/Users/longtran/Documents/E-Books/Boduch, Adam_Chaffer, Jonathan_Swedberg, Karl - Learning jQuery 3_ build interesting, interactive sites using jQuery by automating common tasks and simplifying the complicated ones-Packt Publishing (2.pdf",body:embedded
0.350,Embedded-Systems,0.238,Mastering Asynchronous C++: Modern Techniques for High-Performance Concurrent Programming,"Mastering Asynchronous C++ Modern Techniques for High-Performance Concurrent Programming (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Mastering Asynchronous C++ Modern Techniques for High-Performance Concurrent Programming (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Mastering Blockchain  a deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more by Imran Bashir (z-lib.org)","Mastering Blockchain  a deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more by Imran Bashir (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Mastering Blockchain  a deep dive into distributed ledgers, consensus protocols, smart contracts, DApps, cryptocurrencies, Ethereum, and more by Imran Bashir (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Mastering Ethereum Implement advanced blockchain applications using Ethereum-supported tools, services, and protocols by Merunas Grincalaitis (z-lib.org)","Mastering Ethereum Implement advanced blockchain applications using Ethereum-supported tools, services, and protocols by Merunas Grincalaitis (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Mastering Ethereum Implement advanced blockchain applications using Ethereum-supported tools, services, and protocols by Merunas Grincalaitis (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,"Mastering KVM Virtualization (Humble Devassy Chirammal, Prasad Mukhedkar etc.) (z-library.sk, 1lib.sk, z-lib.sk)","Mastering KVM Virtualization (Humble Devassy Chirammal, Prasad Mukhedkar etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Mastering KVM Virtualization (Humble Devassy Chirammal, Prasad Mukhedkar etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,Robotics for Software Engineers MEAP V03,Robotics for Software Engineers (MEAP V03) (Andreas Bihlmaier) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Robotics for Software Engineers (MEAP V03) (Andreas Bihlmaier) (Z-Library).pdf,body:firmware
0.350,Embedded-Systems,0.238,Rust Essentials: A Comprehensive Guide,"Rust Essentials A Comprehensive Guide (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Rust Essentials A Comprehensive Guide (Aarav Joshi) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.238,Rust for C++ Programmers: Learn how to embed Rust in C/C++ with ease,"Mustafif Khan - Rust for C++ Programmers_ Learn how to embed Rust in C_C++ with ease (2023, BPB Publications) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Mustafif Khan - Rust for C++ Programmers_ Learn how to embed Rust in C_C++ with ease (2023, BPB Publications) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.238,Spring MVC: Designing Real-World Web Applications,"Spring MVC  designing real-world web applications  unleash the power of Spring MVC and build enterprise-grade, lightning-fast... (Kunjumohamed, Shameer) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Spring MVC  designing real-world web applications  unleash the power of Spring MVC and build enterprise-grade, lightning-fast... (Kunjumohamed, Shameer) (z-lib.org).pdf",body:embedded
0.350,Embedded-Systems,0.238,The Ultimate Linux Shell Scripting Guide,"Donald A. Tevault - The Ultimate Linux Shell Scripting Guide_ Automate, Optimize, and Empower tasks with Linux Shell Scripting (2024, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Donald A. Tevault - The Ultimate Linux Shell Scripting Guide_ Automate, Optimize, and Empower tasks with Linux Shell Scripting (2024, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Java,0.238,0321630580.pdf,"[Software Patterns Series] Mattson, Timothy G_Sanders, Beverly A_Massingill, Berna L - Patterns for parallel programming (2004_2010, Addison-Wesley Professional) - libgen.li.pdf","/Users/longtran/Documents/E-Books/[Software Patterns Series] Mattson, Timothy G_Sanders, Beverly A_Massingill, Berna L - Patterns for parallel programming (2004_2010, Addison-Wesley Professional) - libgen.li.pdf",body:java
0.350,Java,0.238,92eeed2b-7402-494b-8623-a030a3f4422c,92eeed2b-7402-494b-8623-a030a3f4422c.pdf,/Users/longtran/Documents/E-Books/92eeed2b-7402-494b-8623-a030a3f4422c.pdf,body:java
0.350,Java,0.238,Copyright,"Solr in Action (Trey Grainger, Timothy Potter) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Solr in Action (Trey Grainger, Timothy Potter) (z-lib.org).pdf",body:java
0.350,Java,0.238,Data Structures and Algorithms in Python,"Data Structures and Algorithms in Python (Michael T. Goodrich, Roberto Tamassia etc.) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Data Structures and Algorithms in Python (Michael T. Goodrich, Roberto Tamassia etc.) (z-lib.org).pdf",body:java
0.350,Java,0.238,Head First jQuery,"Head First jQuery (Ryan Benedetti, Ronan Cranley) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Head First jQuery (Ryan Benedetti, Ronan Cranley) (z-lib.org).pdf",body:java
0.350,Java,0.238,Head First jQuery,"Ryan Benedetti, Ronan Cranley - Head First jQuery  -O'Reilly Media (2011).pdf","/Users/longtran/Documents/E-Books/Ryan Benedetti, Ronan Cranley - Head First jQuery  -O'Reilly Media (2011).pdf",body:java
0.350,Java,0.238,Memory as a Programming Concept in C and C++,"Memory as a Programming Concept in C and C++ (Frantisek Franek) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Memory as a Programming Concept in C and C++ (Frantisek Franek) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:java
